FIPStxt,State,Area name,Attribute,Value
16019,ID,Bonneville County,Population 1990,72207
16019,ID,Bonneville County,Population 2000,82545
16019,ID,Bonneville County,Population 2010,104234
16019,ID,Bonneville County,Population 2020,123964
16019,ID,Bonneville County,Population 2021,127930
16021,ID,Boundary County,Rural-urban continuum code 2013,7
16021,ID,Boundary County,Population 1990,8332
16021,ID,Boundary County,Population 2000,9880
16021,ID,Boundary County,Population 2010,10972
16021,ID,Boundary County,Population 2020,12056
16021,ID,Boundary County,Population 2021,12561
16023,ID,Butte County,Rural-urban continuum code 2013,3
16023,ID,Butte County,Population 1990,2918
16023,ID,Butte County,Population 2000,2897
16023,ID,Butte County,Population 2010,2891
16023,ID,Butte County,Population 2020,2574
16023,ID,Butte County,Population 2021,2654
16025,ID,Camas County,Rural-urban continuum code 2013,9
16025,ID,Camas County,Population 1990,727
16025,ID,Camas County,Population 2000,981
16025,ID,Camas County,Population 2010,1117
16025,ID,Camas County,Population 2020,1077
16025,ID,Camas County,Population 2021,1139
16027,ID,Canyon County,Rural-urban continuum code 2013,2
16027,ID,Canyon County,Population 1990,90076
16027,ID,Canyon County,Population 2000,131452
16027,ID,Canyon County,Population 2010,188923
16027,ID,Canyon County,Population 2020,231105
16027,ID,Canyon County,Population 2021,243115
16029,ID,Caribou County,Rural-urban continuum code 2013,6
16029,ID,Caribou County,Population 1990,6963
16029,ID,Caribou County,Population 2000,7296
16029,ID,Caribou County,Population 2010,6963
16029,ID,Caribou County,Population 2020,7027
16029,ID,Caribou County,Population 2021,7111
16031,ID,Cassia County,Rural-urban continuum code 2013,7
16031,ID,Cassia County,Population 1990,19532
16031,ID,Cassia County,Population 2000,21399
16031,ID,Cassia County,Population 2010,22952
16031,ID,Cassia County,Population 2020,24655
16031,ID,Cassia County,Population 2021,25164
16033,ID,Clark County,Rural-urban continuum code 2013,9
16033,ID,Clark County,Population 1990,762
16033,ID,Clark County,Population 2000,1022
16033,ID,Clark County,Population 2010,982
16033,ID,Clark County,Population 2020,790
16033,ID,Clark County,Population 2021,792
16035,ID,Clearwater County,Rural-urban continuum code 2013,6
16035,ID,Clearwater County,Population 1990,8505
16035,ID,Clearwater County,Population 2000,8928
16035,ID,Clearwater County,Population 2010,8761
16035,ID,Clearwater County,Population 2020,8734
16035,ID,Clearwater County,Population 2021,8895
16037,ID,Custer County,Rural-urban continuum code 2013,8
16037,ID,Custer County,Population 1990,4133
16037,ID,Custer County,Population 2000,4340
16037,ID,Custer County,Population 2010,4368
16037,ID,Custer County,Population 2020,4275
16037,ID,Custer County,Population 2021,4428
16039,ID,Elmore County,Rural-urban continuum code 2013,6
16039,ID,Elmore County,Population 1990,21205
16039,ID,Elmore County,Population 2000,29116
16039,ID,Elmore County,Population 2010,27038
16039,ID,Elmore County,Population 2020,28666
16039,ID,Elmore County,Population 2021,28827
16041,ID,Franklin County,Rural-urban continuum code 2013,3
16041,ID,Franklin County,Population 1990,9232
16041,ID,Franklin County,Population 2000,11333
16041,ID,Franklin County,Population 2010,12786
16041,ID,Franklin County,Population 2020,14194
16041,ID,Franklin County,Population 2021,14666
16043,ID,Fremont County,Rural-urban continuum code 2013,6
16043,ID,Fremont County,Population 1990,10937
16043,ID,Fremont County,Population 2000,11813
16043,ID,Fremont County,Population 2010,13242
16043,ID,Fremont County,Population 2020,13388
16043,ID,Fremont County,Population 2021,13592
16045,ID,Gem County,Rural-urban continuum code 2013,2
16045,ID,Gem County,Population 1990,11844
16045,ID,Gem County,Population 2000,15179
16045,ID,Gem County,Population 2010,16719
16045,ID,Gem County,Population 2020,19123
16045,ID,Gem County,Population 2021,19792
16047,ID,Gooding County,Rural-urban continuum code 2013,7
16047,ID,Gooding County,Population 1990,11633
16047,ID,Gooding County,Population 2000,14150
16047,ID,Gooding County,Population 2010,15464
16047,ID,Gooding County,Population 2020,15598
16047,ID,Gooding County,Population 2021,15772
16049,ID,Idaho County,Rural-urban continuum code 2013,6
16049,ID,Idaho County,Population 1990,13768
16049,ID,Idaho County,Population 2000,15506
16049,ID,Idaho County,Population 2010,16267
16049,ID,Idaho County,Population 2020,16541
16049,ID,Idaho County,Population 2021,17040
16051,ID,Jefferson County,Rural-urban continuum code 2013,3
16051,ID,Jefferson County,Population 1990,16543
16051,ID,Jefferson County,Population 2000,19117
16051,ID,Jefferson County,Population 2010,26140
16051,ID,Jefferson County,Population 2020,30891
16051,ID,Jefferson County,Population 2021,32202
16053,ID,Jerome County,Rural-urban continuum code 2013,7
16053,ID,Jerome County,Population 1990,15138
16053,ID,Jerome County,Population 2000,18401
16053,ID,Jerome County,Population 2010,22374
16053,ID,Jerome County,Population 2020,24237
16053,ID,Jerome County,Population 2021,24662
16055,ID,Kootenai County,Rural-urban continuum code 2013,3
16055,ID,Kootenai County,Population 1990,69795
16055,ID,Kootenai County,Population 2000,108682
16055,ID,Kootenai County,Population 2010,138494
16055,ID,Kootenai County,Population 2020,171362
16055,ID,Kootenai County,Population 2021,179789
16057,ID,Latah County,Rural-urban continuum code 2013,4
16057,ID,Latah County,Population 1990,30617
16057,ID,Latah County,Population 2000,34925
16057,ID,Latah County,Population 2010,37244
16057,ID,Latah County,Population 2020,39517
16057,ID,Latah County,Population 2021,40313
16059,ID,Lemhi County,Rural-urban continuum code 2013,7
16059,ID,Lemhi County,Population 1990,6899
16059,ID,Lemhi County,Population 2000,7798
16059,ID,Lemhi County,Population 2010,7936
16059,ID,Lemhi County,Population 2020,7974
16059,ID,Lemhi County,Population 2021,8162
16061,ID,Lewis County,Rural-urban continuum code 2013,8
16061,ID,Lewis County,Population 1990,3516
16061,ID,Lewis County,Population 2000,3744
16061,ID,Lewis County,Population 2010,3821
16061,ID,Lewis County,Population 2020,3533
16061,ID,Lewis County,Population 2021,3715
16063,ID,Lincoln County,Rural-urban continuum code 2013,9
16063,ID,Lincoln County,Population 1990,3308
16063,ID,Lincoln County,Population 2000,4050
16063,ID,Lincoln County,Population 2010,5208
16063,ID,Lincoln County,Population 2020,5127
16063,ID,Lincoln County,Population 2021,5282
16065,ID,Madison County,Rural-urban continuum code 2013,4
16065,ID,Madison County,Population 1990,23674
16065,ID,Madison County,Population 2000,27491
16065,ID,Madison County,Population 2010,37536
16065,ID,Madison County,Population 2020,52913
16065,ID,Madison County,Population 2021,53881
16067,ID,Minidoka County,Rural-urban continuum code 2013,7
16067,ID,Minidoka County,Population 1990,19361
16067,ID,Minidoka County,Population 2000,20155
16067,ID,Minidoka County,Population 2010,20069
16067,ID,Minidoka County,Population 2020,21613
16067,ID,Minidoka County,Population 2021,21955
16069,ID,Nez Perce County,Rural-urban continuum code 2013,3
16069,ID,Nez Perce County,Population 1990,33754
16069,ID,Nez Perce County,Population 2000,37418
16069,ID,Nez Perce County,Population 2010,39265
16069,ID,Nez Perce County,Population 2020,42090
16069,ID,Nez Perce County,Population 2021,42454
16071,ID,Oneida County,Rural-urban continuum code 2013,8
16071,ID,Oneida County,Population 1990,3492
16071,ID,Oneida County,Population 2000,4125
16071,ID,Oneida County,Population 2010,4286
16071,ID,Oneida County,Population 2020,4564
16071,ID,Oneida County,Population 2021,4611
16073,ID,Owyhee County,Rural-urban continuum code 2013,2
16073,ID,Owyhee County,Population 1990,8392
16073,ID,Owyhee County,Population 2000,10644
16073,ID,Owyhee County,Population 2010,11526
16073,ID,Owyhee County,Population 2020,11913
16073,ID,Owyhee County,Population 2021,12336
16075,ID,Payette County,Rural-urban continuum code 2013,6
16075,ID,Payette County,Population 1990,16434
16075,ID,Payette County,Population 2000,20584
16075,ID,Payette County,Population 2010,22623
16075,ID,Payette County,Population 2020,25386
16075,ID,Payette County,Population 2021,26350
16077,ID,Power County,Rural-urban continuum code 2013,6
16077,ID,Power County,Population 1990,7086
16077,ID,Power County,Population 2000,7542
16077,ID,Power County,Population 2010,7817
16077,ID,Power County,Population 2020,7878
16077,ID,Power County,Population 2021,7950
16079,ID,Shoshone County,Rural-urban continuum code 2013,6
16079,ID,Shoshone County,Population 1990,13931
16079,ID,Shoshone County,Population 2000,13763
16079,ID,Shoshone County,Population 2010,12765
16079,ID,Shoshone County,Population 2020,13169
16079,ID,Shoshone County,Population 2021,13612
16081,ID,Teton County,Rural-urban continuum code 2013,9
16081,ID,Teton County,Population 1990,3439
16081,ID,Teton County,Population 2000,6006
16081,ID,Teton County,Population 2010,10170
16081,ID,Teton County,Population 2020,11630
16081,ID,Teton County,Population 2021,12267
16083,ID,Twin Falls County,Rural-urban continuum code 2013,5
16083,ID,Twin Falls County,Population 1990,53580
16083,ID,Twin Falls County,Population 2000,64286
16083,ID,Twin Falls County,Population 2010,77230
16083,ID,Twin Falls County,Population 2020,90046
16083,ID,Twin Falls County,Population 2021,92243
16085,ID,Valley County,Rural-urban continuum code 2013,8
16085,ID,Valley County,Population 1990,6109
16085,ID,Valley County,Population 2000,7637
16085,ID,Valley County,Population 2010,9862
16085,ID,Valley County,Population 2020,11746
16085,ID,Valley County,Population 2021,12241
16087,ID,Washington County,Rural-urban continuum code 2013,6
16087,ID,Washington County,Population 1990,8550
16087,ID,Washington County,Population 2000,9983
16087,ID,Washington County,Population 2010,10198
16087,ID,Washington County,Population 2020,10500
16087,ID,Washington County,Population 2021,10898
17000,IL,Illinois,Population 1990,11430602
17000,IL,Illinois,Population 2000,12419927
17000,IL,Illinois,Population 2010,12830632
17000,IL,Illinois,Population 2020,12812508
17000,IL,Illinois,Population 2021,12671469
17001,IL,Adams County,Rural-urban continuum code 2013,5
17001,IL,Adams County,Population 1990,66090
17001,IL,Adams County,Population 2000,68261
17001,IL,Adams County,Population 2010,67103
17001,IL,Adams County,Population 2020,65737
17001,IL,Adams County,Population 2021,64954
17003,IL,Alexander County,Rural-urban continuum code 2013,3
17003,IL,Alexander County,Population 1990,10626
17003,IL,Alexander County,Population 2000,9583
17003,IL,Alexander County,Population 2010,8238
17003,IL,Alexander County,Population 2020,5240
17003,IL,Alexander County,Population 2021,5030
17005,IL,Bond County,Rural-urban continuum code 2013,1
17005,IL,Bond County,Population 1990,14991
17005,IL,Bond County,Population 2000,17636
17005,IL,Bond County,Population 2010,17768
17005,IL,Bond County,Population 2020,16725
17005,IL,Bond County,Population 2021,16596
17007,IL,Boone County,Rural-urban continuum code 2013,2
17007,IL,Boone County,Population 1990,30806
17007,IL,Boone County,Population 2000,41788
17007,IL,Boone County,Population 2010,54165
17007,IL,Boone County,Population 2020,53448
17007,IL,Boone County,Population 2021,53159
17009,IL,Brown County,Rural-urban continuum code 2013,7
17009,IL,Brown County,Population 1990,5836
17009,IL,Brown County,Population 2000,6952
17009,IL,Brown County,Population 2010,6937
17009,IL,Brown County,Population 2020,6244
17009,IL,Brown County,Population 2021,6421
17011,IL,Bureau County,Rural-urban continuum code 2013,7
17011,IL,Bureau County,Population 1990,35688
17011,IL,Bureau County,Population 2000,35496
17011,IL,Bureau County,Population 2010,34978
17011,IL,Bureau County,Population 2020,33244
17011,IL,Bureau County,Population 2021,32883
17013,IL,Calhoun County,Rural-urban continuum code 2013,1
17013,IL,Calhoun County,Population 1990,5322
17013,IL,Calhoun County,Population 2000,5079
17013,IL,Calhoun County,Population 2010,5089
17013,IL,Calhoun County,Population 2020,4437
17013,IL,Calhoun County,Population 2021,4369
17015,IL,Carroll County,Rural-urban continuum code 2013,7
17015,IL,Carroll County,Population 1990,16805
17015,IL,Carroll County,Population 2000,16671
17015,IL,Carroll County,Population 2010,15387
17015,IL,Carroll County,Population 2020,15702
17015,IL,Carroll County,Population 2021,15698
17017,IL,Cass County,Rural-urban continuum code 2013,6
17017,IL,Cass County,Population 1990,13437
17017,IL,Cass County,Population 2000,13691
17017,IL,Cass County,Population 2010,13642
17017,IL,Cass County,Population 2020,13042
17017,IL,Cass County,Population 2021,12773
17019,IL,Champaign County,Rural-urban continuum code 2013,3
17019,IL,Champaign County,Population 1990,173025
17019,IL,Champaign County,Population 2000,179687
17019,IL,Champaign County,Population 2010,201081
17019,IL,Champaign County,Population 2020,205865
17019,IL,Champaign County,Population 2021,205943
17021,IL,Christian County,Rural-urban continuum code 2013,6
17021,IL,Christian County,Population 1990,34418
17021,IL,Christian County,Population 2000,35380
17021,IL,Christian County,Population 2010,34800
17021,IL,Christian County,Population 2020,34032
17021,IL,Christian County,Population 2021,33662
17023,IL,Clark County,Rural-urban continuum code 2013,6
17023,IL,Clark County,Population 1990,15921
17023,IL,Clark County,Population 2000,16995
17023,IL,Clark County,Population 2010,16335
17023,IL,Clark County,Population 2020,15455
17023,IL,Clark County,Population 2021,15300
17025,IL,Clay County,Rural-urban continuum code 2013,7
17025,IL,Clay County,Population 1990,14460
17025,IL,Clay County,Population 2000,14417
17025,IL,Clay County,Population 2010,13815
17025,IL,Clay County,Population 2020,13288
17025,IL,Clay County,Population 2021,13143
17027,IL,Clinton County,Rural-urban continuum code 2013,1
17027,IL,Clinton County,Population 1990,33944
17027,IL,Clinton County,Population 2000,35536
17027,IL,Clinton County,Population 2010,37762
17027,IL,Clinton County,Population 2020,36899
17027,IL,Clinton County,Population 2021,36793
17029,IL,Coles County,Rural-urban continuum code 2013,5
17029,IL,Coles County,Population 1990,51644
17029,IL,Coles County,Population 2000,53210
17029,IL,Coles County,Population 2010,53873
17029,IL,Coles County,Population 2020,46863
17029,IL,Coles County,Population 2021,46765
17031,IL,Cook County,Rural-urban continuum code 2013,1
17031,IL,Cook County,Population 1990,5105044
17031,IL,Cook County,Population 2000,5376741
17031,IL,Cook County,Population 2010,5194675
17031,IL,Cook County,Population 2020,5275541
17031,IL,Cook County,Population 2021,5173146
17033,IL,Crawford County,Rural-urban continuum code 2013,7
17033,IL,Crawford County,Population 1990,19464
17033,IL,Crawford County,Population 2000,20460
17033,IL,Crawford County,Population 2010,19817
17033,IL,Crawford County,Population 2020,18679
17033,IL,Crawford County,Population 2021,18659
17035,IL,Cumberland County,Rural-urban continuum code 2013,9
17035,IL,Cumberland County,Population 1990,10670
17035,IL,Cumberland County,Population 2000,11311
17035,IL,Cumberland County,Population 2010,11048
17035,IL,Cumberland County,Population 2020,10450
